Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.gondii GT1 CRISPR Phenotype - Mean Phenotype	T.gondii GT1 CRISPR Phenotype - Liver Composite Score	T.gondii GT1 CRISPR Phenotype - Lung Composite Score	T.gondii GT1 CRISPR Phenotype - Peritoneum Composite Score	T.gondii GT1 CRISPR Phenotype - Spleen Comosite Score
TGGT1_270760	TGGT1_270760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,009,526..5,016,578(-)"	asparagine synthase	-2.49	-0.947547063	-8.656767489	-4.282557	-5.294194278
TGGT1_270770	TGGT1_270770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,997,193..5,006,045(-)"	PWI domain-containing protein	-3.73	-0.770979762	-0.076632045	0.084481773	-1.930057975
TGGT1_270780	TGGT1_270780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,994,703..4,995,494(+)"	DNA-directed RNA polymerase II RPB6	-4.91	0.00000107	-1.485139483	4.221173445	-0.126754244
TGGT1_270790	TGGT1_270790-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,991,186..4,993,255(-)"	hypothetical protein	-2.74	-4.652028389	-4.851813993	-0.215676645	-5.3759828
TGGT1_270800	TGGT1_270800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,984,957..4,987,035(+)"	GAF domain-containing protein	-0.29	0.169948555	-0.133697717	6.898006758	0.030993665
TGGT1_270805	TGGT1_270805-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,983,774..4,984,217(+)"	hypothetical protein	0.82	0.000167124	-0.066266134	0.4389856	-0.168444086
TGGT1_270810	TGGT1_270810-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,976,688..4,979,395(-)"	hypothetical protein	-5	-10.1922447	-20.08181172	-2.664723195	-9.961887181
TGGT1_270820	TGGT1_270820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,969,863..4,974,600(+)"	hypothetical protein	0.93	3.430190385	0.780590857	0.205317134	0.671967987
TGGT1_270830	TGGT1_270830-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,965,286..4,968,969(-)"	small nuclear ribonucleoprotein	-2.22	-0.59167199	-5.228053276	-0.89978145	-2.065273123
TGGT1_270840	TGGT1_270840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,946,767..4,963,422(+)"	poly(ADP-ribose) polymerase catalytic domain-containing protein	0.1	-0.820737525	-13.52475631	-2.215558491	-0.973940159
TGGT1_270850	TGGT1_270850-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,941,381..4,943,108(-)"	glycosyl hydrolases family 17 protein	0.51	-0.728891898	-1.112849908	-0.000866044	-3.194324754
TGGT1_270865	TGGT1_270865-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,921,378..4,938,757(-)"	putative adenylate cyclase	-1.12	-117.4068364	-143.1737198	-75.16656397	-47.37784175
TGGT1_270880	TGGT1_270880-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,904,990..4,913,024(-)"	RNA recognition motif-containing protein	-5.73	-20.96450465	-24.40330178	-46.67983715	-29.49844656
TGGT1_270890	TGGT1_270890-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,898,522..4,900,580(-)"	hypothetical protein	-1.95	13.77169793	4.716119145	47.59704346	0.588196992
TGGT1_270900	TGGT1_270900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,886,367..4,897,127(+)"	"ATPase, AAA family protein"	-5.23	-0.147838821	-2.409188133	-0.006449861	-1.761966436
TGGT1_270910	TGGT1_270910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,879,465..4,883,873(+)"	acyltransferase domain-containing protein	-2.13	-3.610197697	-14.08480687	-0.393718381	-12.96751504
TGGT1_270920	TGGT1_270920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,874,477..4,877,193(+)"	rhoptry kinase family protein ROP32	0.39	0.156185825	0.032904007	-1.196511235	-0.003576793
TGGT1_270925	TGGT1_270925-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,870,659..4,871,529(-)"	hypothetical protein	0.56	1.256220778	-0.686735881	0.100566393	-0.042347393
TGGT1_270930	TGGT1_270930-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,849,808..4,869,937(-)"	hypothetical protein	-4.34	-25.19574617	-115.3894609	-43.57703727	-191.943665
TGGT1_270940	TGGT1_270940-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,842,086..4,847,267(+)"	hypothetical protein	-2.67	-0.526675846	-0.568575523	-0.278522079	-1.313449305
TGGT1_270950	TGGT1_270950-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,837,589..4,838,788(-)"	hypothetical protein	-0.66	-0.208286517	-0.174741867	-0.127555715	-0.19683567
TGGT1_270960	TGGT1_270960-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,830,509..4,837,142(+)"	hypothetical protein	-4.69	-0.00015488	0.021044388	0.365366086	0.456643222
TGGT1_270970	TGGT1_270970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,827,197..4,827,805(-)"	hypothetical protein	-0.8	6.113280562	0.650596737	0.422873928	3.304989647
TGGT1_270975	TGGT1_270975-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,820,409..4,823,942(+)"	hypothetical protein	-0.81	-23.81837751	-41.29394947	-15.97084044	-37.28350665
TGGT1_270980	TGGT1_270980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,806,390..4,811,494(-)"	phosphoglycerate mutase family protein	-1.27	0.546965153	0.019674339	2.47905664	0.058853879
TGGT1_271000	TGGT1_271000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,792,680..4,805,028(+)"	hypothetical protein	-2.72	-0.001612118	-0.075304018	0.941531886	-0.861509845
TGGT1_271010	TGGT1_271010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,781,767..4,783,441(+)"	hypothetical protein	-0.96	0.198494221	-1.347687674	-0.01935579	-0.512004032
TGGT1_271015	TGGT1_271015-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,787,994..4,788,695(-)"	hypothetical protein	-0.1	-4.787267577	-5.137171084	-1.886950508	-5.769886025
TGGT1_271025	TGGT1_271025-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,776,316..4,781,282(-)"	hypothetical protein	0.33	-5.364069249	-13.66689262	-1.026699341	-8.370762484
TGGT1_271030	TGGT1_271030-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,761,950..4,767,241(+)"	AP2 domain transcription factor AP2VIII-6	0.06	-0.011078214	-0.32795561	-9.460407997	-0.684554084
TGGT1_271037	TGGT1_271037-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,759,833..4,760,869(+)"	hypothetical protein	2.22	0.794499696	0.002843455	0.184762672	0.122553137
TGGT1_271040	TGGT1_271040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,757,511..4,758,122(+)"	hypothetical protein	1.94	1.683451782	0.010930589	0.027912733	0.582205977
TGGT1_271050	TGGT1_271050-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,754,604..4,755,164(+)"	SAG-related sequence SRS34A	1.72	-2.664984278	-0.329004551	0.258358927	-0.143175247
TGGT1_271060	TGGT1_271060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,742,620..4,749,771(-)"	Sec1 family protein	-5.04	-0.009643814	-1.509173732	-4.570146971	-1.876995055
TGGT1_271070	TGGT1_271070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,737,763..4,739,363(-)"	hypothetical protein	-0.23	5.333263924	2.190077038	19.6675334	3.128995525
TGGT1_271080	TGGT1_271080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,735,718..4,737,738(+)"	hypothetical protein	0.5	-0.000150689	-0.100591944	-0.053201577	-0.310957124
TGGT1_271090	TGGT1_271090-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,726,280..4,732,500(-)"	hypothetical protein	-3.08	-0.479801893	-7.859756211	-0.561794868	-3.129855102
TGGT1_271100	TGGT1_271100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,713,202..4,723,704(+)"	NUC153 domain-containing protein	-4.14	-3.293497945	-0.020466686	-0.620899442	-4.210269668
TGGT1_271110	TGGT1_271110-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,697,223..4,711,647(-)"	hypothetical protein	-4.39	-19.14909617	-1.33592519	0.789827138	-8.251939331
TGGT1_271115	TGGT1_271115-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,693,598..4,694,086(-)"	hypothetical protein	1.22	-0.005884855	-0.030291024	-0.089233564	0.000078
TGGT1_271120	TGGT1_271120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,685,606..4,692,063(-)"	endonuclease/exonuclease/phosphatase family protein	-1.43	-3.485900595	-0.678394235	-2.323259595	-50.68627542
TGGT1_271145	TGGT1_271145-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,657,755..4,682,240(+)"	hypothetical protein	-0.69	-0.653061554	-9.023066357	-0.665978249	-3.828730697
TGGT1_271170	TGGT1_271170-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,653,587..4,656,360(-)"	dolichol kinase	-5.15	-10.15031314	-18.13244607	-16.84138531	-9.951108882
TGGT1_271174	TGGT1_271174-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,651,838..4,653,139(+)"	hypothetical protein	0.56	-0.931969963	-4.060113802	-0.110265694	-3.587301505
TGGT1_271178	TGGT1_271178-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,650,157..4,650,555(+)"	hypothetical protein	0.52	-14.71960946	-14.5656418	-0.821489041	-22.54776212
TGGT1_271190	TGGT1_271190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,644,411..4,646,777(+)"	bicoid-interacting protein BIN3	0.79	-0.769724188	-0.320159175	0.082378794	-0.598431613
TGGT1_271200	TGGT1_271200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,636,399..4,639,954(-)"	AP2 domain transcription factor AP2VIII-5	0.69	-3.645627148	-2.944573968	-1.523916671	-2.179796832
TGGT1_271210	TGGT1_271210-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,631,591..4,633,736(-)"	4-alpha-glucanotransferase	0.27	0.419617616	0.012655341	-0.08828723	0.007081803
TGGT1_271220	TGGT1_271220-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,629,801..4,630,753(-)"	hypothetical protein	1.39	0.035870697	0.009423481	0.509335142	0.131701487
TGGT1_271240	TGGT1_271240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,621,443..4,628,956(-)"	hypothetical protein	-3.35	-5.406926927	-37.21010746	-9.488223226	-53.01747748
TGGT1_271250	TGGT1_271250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,617,477..4,618,996(-)"	hypothetical protein	0.03	0.360910045	-0.034121373	0.139761542	0.037698768
TGGT1_271260	TGGT1_271260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,613,841..4,616,518(+)"	hypothetical protein	-0.88	-2.355169861	-33.17474811	-4.857437251	-8.264851066
TGGT1_271270	TGGT1_271270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,606,070..4,612,122(-)"	hypothetical protein	-0.55	-8.917448583	-12.12515175	-1.279133087	-19.28552945
TGGT1_271280	TGGT1_271280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,602,984..4,605,429(+)"	putative 60S ribosome subunit biogenesis protein NIP7	-5.04	3.346889537	-0.010978516	-0.207022779	0.019303629
TGGT1_271285	TGGT1_271285-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,592,316..4,596,164(-)"	leucine rich repeat-containing protein	0.46	-1.814340806	-2.980653089	-0.237543536	-1.525186066
TGGT1_271290	TGGT1_271290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,582,582..4,591,232(+)"	hypothetical protein	-2.02	-17.98457952	-8.518027166	-2.009993483	-4.761809928
TGGT1_271300	TGGT1_271300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,577,804..4,580,050(-)"	DNA-directed RNA polymerase II RPB7	-4.03	1.10362617	3.339470112	-0.014768009	1.49773774
TGGT1_271310	TGGT1_271310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,572,684..4,573,977(+)"	hypothetical protein	0.84	-0.762519102	-1.366365661	0.336450184	-0.444737128
TGGT1_271315	TGGT1_271315-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,567,446..4,572,291(+)"	hypothetical protein	1.47	-0.0063763	-0.079401558	0.108295989	-0.497390448
TGGT1_271320	TGGT1_271320-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,563,357..4,565,725(+)"	hypothetical protein	0.09	-0.294777084	-1.565385522	-0.008107702	-0.031080588
TGGT1_271335	TGGT1_271335-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,557,117..4,562,532(+)"	hypothetical protein	0.41	1.788357536	0.105794648	1.166406329	0.538575065
TGGT1_271350	TGGT1_271350-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,547,787..4,555,266(-)"	bifunctional protein FolC subfamily protein	-5.14	0.101910254	-4.55425873	0.005224729	-6.353200564
TGGT1_271360	TGGT1_271360-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,543,139..4,545,539(+)"	hypothetical protein	-2.92	-16.12398526	-29.77521484	0.136625961	-37.01091869
TGGT1_271370	TGGT1_271370-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,530,840..4,541,438(-)"	hypothetical protein	-4.75	-1.813869918	-0.003868497	0.710980501	-5.384257942
TGGT1_271375	TGGT1_271375-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,528,252..4,529,136(+)"	hypothetical protein	0.59	-0.42781118	-0.46513893	-1.258638383	-0.410842454
TGGT1_271380	TGGT1_271380-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,516,233..4,526,686(-)"	PUB domain-containing protein	0.05	-5.162966132	-3.174597036	-0.941857636	-3.388370451
TGGT1_271390	TGGT1_271390-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,512,952..4,514,010(+)"	hypothetical protein	-5.42	-6.520367422	-13.31885658	-17.37008275	-9.588735153
TGGT1_271400	TGGT1_271400-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,510,855..4,512,666(+)"	hypothetical protein	-4.91	3.078290931	3.38469609	2.502118245	3.987043944
TGGT1_271410	TGGT1_271410-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,509,189..4,509,824(+)"	hypothetical protein	-1.1	-3.362218768	-10.56791964	-0.816862023	-7.435662888
TGGT1_271420	TGGT1_271420-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,506,559..4,508,757(-)"	porphobilinogen deaminase	-3.93	-24.96675369	-22.72961324	-0.36580667	-15.70136172
TGGT1_271430	TGGT1_271430-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,496,407..4,505,040(+)"	hypothetical protein	-3.88	-10.31996223	-7.008275642	-0.000239595	-3.275187402
TGGT1_271440	TGGT1_271440-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,484,508..4,490,539(-)"	NPL4 family protein	-4.16	-9.02184914	-45.45002736	-60.27328379	-65.90098686
TGGT1_271460	TGGT1_271460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,472,962..4,481,955(+)"	putative protein c14orf29	0.03	-3.144538758	-5.067193365	-0.855593842	-0.470768187
TGGT1_271470	TGGT1_271470-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,454,119..4,466,187(-)"	hypothetical protein	-5.01	-1.030590831	-0.115622732	0.10133161	-4.551485357
TGGT1_271590	TGGT1_271590-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,451,531..4,452,712(+)"	Toxoplasma gondii family D protein	1.23	0.00339667	-0.0000107	-0.002660032	9.06E-07
TGGT1_271600	TGGT1_271600-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,447,754..4,449,497(+)"	hypothetical protein	0.17	-0.88950081	-2.168229751	-18.8756828	-2.287909691
TGGT1_271610	TGGT1_271610-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,443,685..4,446,486(-)"	pyrroline-5-carboxylate reductase	0.85	-0.092135296	-0.001451731	0.335406094	-0.530011973
TGGT1_271625A	TGGT1_271625A-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,441,004..4,442,105(-)"	serine--tRNA ligase	-4.38	-2.120408177	-0.332968297	-4.236162331	-6.453460834
TGGT1_271625B	TGGT1_271625B-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,434,136..4,440,647(-)"	serine--tRNA ligase	-4.85	0.375336567	2.830551405	-0.116898299	0.110526475
TGGT1_271740	TGGT1_271740-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,419,752..4,431,388(+)"	hypothetical protein	0.36	57.56171021	30.96206677	32.76774581	44.92992161
TGGT1_271750	TGGT1_271750-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,413,822..4,414,715(-)"	EF hand domain-containing protein	1.2	-1.540354703	-0.801846252	0.053346509	-1.23587648
TGGT1_271760	TGGT1_271760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,400,859..4,410,525(-)"	seryl-tRNA synthetase (SerRS2)	-2.84	9.380094554	0.253764058	17.18184383	0.160028915
TGGT1_271770	TGGT1_271770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,382,428..4,399,001(+)"	hypothetical protein	-1.23	-2.163868661	-8.094347294	-2.767076483	-2.923847579
TGGT1_271780	TGGT1_271780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,362,446..4,378,957(-)"	Filamin/ABP280 repeat-containing protein	-2.75	-17.2550161	-27.62255037	-9.072882008	-31.89838198
TGGT1_271790	TGGT1_271790-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,359,672..4,360,940(+)"	hypothetical protein	1.47	0.196081146	0.210890637	-0.238784392	0.049682837
TGGT1_271800	TGGT1_271800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,352,307..4,357,737(-)"	serine esterase (DUF676) protein	-1.16	-52.89481442	-103.8100683	-152.8137593	-63.1846807
TGGT1_271810	TGGT1_271810-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,346,960..4,348,612(-)"	putative lanp	-3.59	-0.000634985	-4.09895242	-0.0000183	-7.063161918
TGGT1_271820	TGGT1_271820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,339,237..4,344,432(+)"	lipoyltransferase and lipoate-protein ligase subfamily protein	-2.6	-2.718718518	-0.414706705	-11.48983035	0.02994209
TGGT1_271840	TGGT1_271840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,333,404..4,337,373(-)"	hypothetical protein	-4.76	-8.69119665	-6.951244555	-0.063125877	-11.0367007
TGGT1_271850	TGGT1_271850-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,332,441..4,333,216(+)"	hypothetical protein	0.87	0.000928372	0.000948936	0.101157068	0.064422887
TGGT1_271860	TGGT1_271860-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,327,598..4,331,544(-)"	tRNA (Uracil-5-)-methyltransferase	0.71	-0.251766961	-0.001671917	-0.068310876	-0.617905872
TGGT1_271870	TGGT1_271870-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,314,846..4,325,694(-)"	zinc carboxypeptidase superfamily protein	-1.36	-1.677177944	-0.393622113	0.072946732	-6.470246217
TGGT1_271880	TGGT1_271880-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,302,584..4,313,626(+)"	B-box zinc finger domain-containing protein	-0.3	-0.227417753	-0.741730164	0.215307364	-1.759391873
TGGT1_271888	TGGT1_271888-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,294,988..4,299,861(-)"	putative 3-ketoacyl-CoA reductase	-4.5	-21.83219471	-43.0323229	-9.898877987	-31.97920208
TGGT1_271892	TGGT1_271892-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,291,003..4,293,469(-)"	hypothetical protein	1.33	-0.297306167	-0.052574267	-0.139934269	-0.27456115
TGGT1_271910	TGGT1_271910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,288,083..4,290,069(+)"	DnaJ domain-containing protein	-0.06	-97.86809967	-44.00460779	-76.43765819	-42.47769772
TGGT1_271920	TGGT1_271920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,277,954..4,285,648(-)"	hypothetical protein	-5.39	0.664788361	0.20144103	0.217397997	1.082783043
TGGT1_271930	TGGT1_271930-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,274,565..4,276,322(+)"	hypothetical protein	2.09	-0.337147446	-0.00040122	0.000315197	-0.335468361
TGGT1_271935	TGGT1_271935-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,273,580..4,273,849(-)"	hypothetical protein	2.11	-0.007662469	-0.191037452	-0.036851654	0.024851128
TGGT1_271950	TGGT1_271950-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,266,947..4,271,891(+)"	hypothetical protein	-3.45	-5.99657848	-23.18186248	-15.69619874	-6.987883875
TGGT1_271960	TGGT1_271960-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,260,293..4,263,669(-)"	hypothetical protein	-0.89	2.091354126	2.059013389	15.63523115	0.03465896
TGGT1_271970	TGGT1_271970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,254,025..4,255,814(+)"	glideosome-associated protein with multiple-membrane spans GAPM3	-2.6	0.003486104	0.014317867	-9.676791765	0.684958037
TGGT1_271980	TGGT1_271980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,246,767..4,248,824(-)"	SAG-related sequence SRS32	0.22	-0.120182647	-0.670628278	-0.133514955	-0.738545173
TGGT1_271985	TGGT1_271985-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,244,719..4,245,492(+)"	hypothetical protein	0.55	-0.04387702	0.000156992	-0.005705564	-0.011543498
TGGT1_271990	TGGT1_271990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,235,238..4,242,838(-)"	hypothetical protein	-0.3	-1.368231031	-0.065156667	-0.908206591	-5.657823358
TGGT1_272000	TGGT1_272000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,223,510..4,232,692(+)"	hypothetical protein	-3.38	-0.1137714	-4.620349722	5.654907863	-2.85549073
TGGT1_272010	TGGT1_272010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,215,545..4,219,041(+)"	Gar1 protein RNA binding region protein	-1.51	-8.418065563	-11.9528164	-83.38126489	-17.14732339
TGGT1_272020	TGGT1_272020-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,211,924..4,213,206(-)"	hypothetical protein	0.37	-3.058577717	-4.974042948	-0.916301231	-5.368720321
TGGT1_272030A	TGGT1_272030A-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,203,652..4,207,381(-)"	kelch repeat-containing protein	-1.35	-0.099373627	-18.86174045	-0.53711485	-9.959460597
TGGT1_272030B	TGGT1_272030B-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,200,814..4,202,673(-)"	kelch repeat-containing protein	-0.49	-0.43474714	0.006974419	-0.021888875	-1.323653457
TGGT1_272040	TGGT1_272040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,188,982..4,198,970(+)"	"WD domain, G-beta repeat-containing protein"	-3.8	-5.982570379	-3.037620077	-12.24451762	-1.422352737
TGGT1_272155	TGGT1_272155-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,165,445..4,182,836(-)"	hypothetical protein	-2.28	-3.221871199	-13.74443917	-1.459195463	-11.38037065
TGGT1_272180	TGGT1_272180-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,158,185..4,163,621(+)"	3-oxo-5-alpha-steroid 4-dehydrogenase	-4.17	-2.153612206	-0.600847943	0.024524174	-5.056815899
TGGT1_272190	TGGT1_272190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,151,212..4,156,376(-)"	hypothetical protein	-0.95	-13.95123604	-9.068473856	-14.52308942	-17.61773209
TGGT1_272200	TGGT1_272200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,141,578..4,149,254(+)"	AGC kinase	0.8	-0.473359806	-0.433324141	-0.308356475	-0.46247451
TGGT1_272210	TGGT1_272210-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,131,512..4,137,043(-)"	hypothetical protein	-2.7	2.803839691	2.480632389	0.231781479	3.28491357
TGGT1_272230	TGGT1_272230-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,125,920..4,129,252(-)"	putative heat shock protein hslv	-1.23	-0.137100824	-6.835179556	-0.55889492	-0.099915501
TGGT1_272240	TGGT1_272240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,123,242..4,125,146(+)"	Toxoplasma gondii family D protein	0.61	-0.836942332	-0.008913524	0.017711164	-1.198413065
TGGT1_272260	TGGT1_272260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,116,181..4,121,045(-)"	Dpy-30 motif protein	0.18	0.220494	-0.009602499	0.229233748	0.051234891
TGGT1_272265	TGGT1_272265-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,113,903..4,115,016(+)"	hypothetical protein	-1.98	0.049769009	-0.036929906	-0.01504361	0.051073233
TGGT1_272270	TGGT1_272270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,103,280..4,110,852(-)"	radical SAM domain-containing protein	0.41	0.153621025	-0.030869376	-0.146185915	-0.130785175
TGGT1_272280	TGGT1_272280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,097,110..4,102,019(+)"	putative PP2C	-0.55	-0.100344282	-0.216151196	0.043681364	-0.165387553
TGGT1_272285	TGGT1_272285-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,091,346..4,092,404(-)"	tetratricopeptide repeat-containing protein	-0.47	-0.012291577	0.296144759	-0.086585116	-0.036975164
TGGT1_272290	TGGT1_272290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,082,747..4,086,568(+)"	pyruvate dehydrogenase complex subunit PD-HE1Beta	-0.18	-0.807197692	-1.085601111	0.150571188	-7.176657871
TGGT1_272300	TGGT1_272300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,080,332..4,080,883(+)"	hypothetical protein	2.19	-1.538977976	-0.754081106	-0.721136304	-1.966964455
TGGT1_272320	TGGT1_272320-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:4,068,638..4,079,255(-)"	DHHC zinc finger domain-containing protein	-0.83	0.00028952	-0.165192324	-0.475648601	-0.121945476
